id,template,slipsense,mappedscale,faultage,sliprate,sentence
1816,fold_structure,anticline,"1:700,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1817,fold_structure,anticline,"1:700,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1818,fold_structure,anticline,"1:700,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1819,fold_structure,anticline,"1:700,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1820,fold_structure,anticline,"1:700,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of unspecified."
1821,fold_structure,anticline,"1:700,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of Undetermined."
1822,fold_structure,anticline,"1:700,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1823,fold_structure,anticline,"1:700,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1824,fold_structure,anticline,"1:700,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1825,fold_structure,anticline,"1:700,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1826,fold_structure,anticline,"1:700,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of unspecified."
1827,fold_structure,anticline,"1:700,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of Undetermined."
1828,fold_structure,anticline,"1:700,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1829,fold_structure,anticline,"1:700,000",undetermined,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of <0.2 mm/yr."
1830,fold_structure,anticline,"1:700,000",undetermined,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 0.2 - 1 mm/yr."
1831,fold_structure,anticline,"1:700,000",undetermined,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 1 - 5 mm/yr."
1832,fold_structure,anticline,"1:700,000",undetermined,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of unspecified."
1833,fold_structure,anticline,"1:700,000",undetermined,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of Undetermined."
1834,fold_structure,anticline,"1:700,000",undetermined,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of >5 mm/yr."
1835,fold_structure,anticline,"1:700,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1836,fold_structure,anticline,"1:700,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1837,fold_structure,anticline,"1:700,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1838,fold_structure,anticline,"1:700,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of unspecified."
1839,fold_structure,anticline,"1:700,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of Undetermined."
1840,fold_structure,anticline,"1:700,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:700,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1841,fold_structure,anticline,"1:750,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1842,fold_structure,anticline,"1:750,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1843,fold_structure,anticline,"1:750,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1844,fold_structure,anticline,"1:750,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of unspecified."
1845,fold_structure,anticline,"1:750,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of Undetermined."
1846,fold_structure,anticline,"1:750,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1847,fold_structure,anticline,"1:750,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1848,fold_structure,anticline,"1:750,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1849,fold_structure,anticline,"1:750,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1850,fold_structure,anticline,"1:750,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1851,fold_structure,anticline,"1:750,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1852,fold_structure,anticline,"1:750,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1853,fold_structure,anticline,"1:750,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1854,fold_structure,anticline,"1:750,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1855,fold_structure,anticline,"1:750,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1856,fold_structure,anticline,"1:750,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of unspecified."
1857,fold_structure,anticline,"1:750,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of Undetermined."
1858,fold_structure,anticline,"1:750,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1859,fold_structure,anticline,"1:750,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1860,fold_structure,anticline,"1:750,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1861,fold_structure,anticline,"1:750,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1862,fold_structure,anticline,"1:750,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of unspecified."
1863,fold_structure,anticline,"1:750,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of Undetermined."
1864,fold_structure,anticline,"1:750,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1865,fold_structure,anticline,"1:750,000",undetermined,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of <0.2 mm/yr."
1866,fold_structure,anticline,"1:750,000",undetermined,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 0.2 - 1 mm/yr."
1867,fold_structure,anticline,"1:750,000",undetermined,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of 1 - 5 mm/yr."
1868,fold_structure,anticline,"1:750,000",undetermined,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of unspecified."
1869,fold_structure,anticline,"1:750,000",undetermined,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of Undetermined."
1870,fold_structure,anticline,"1:750,000",undetermined,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last undetermined years and has a slip rate of >5 mm/yr."
1871,fold_structure,anticline,"1:750,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1872,fold_structure,anticline,"1:750,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1873,fold_structure,anticline,"1:750,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1874,fold_structure,anticline,"1:750,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of unspecified."
1875,fold_structure,anticline,"1:750,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of Undetermined."
1876,fold_structure,anticline,"1:750,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a anticline that was mapped at 1:750,000 scale. Geologic studies have determined that the structure has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1877,known_age,reverse,"1:10,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1878,known_age,reverse,"1:10,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1879,known_age,reverse,"1:10,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1880,known_age,reverse,"1:10,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1881,known_age,reverse,"1:10,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1882,known_age,reverse,"1:10,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1883,known_age,reverse,"1:10,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1884,known_age,reverse,"1:10,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1885,known_age,reverse,"1:10,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1886,known_age,reverse,"1:10,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1887,known_age,reverse,"1:10,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1888,known_age,reverse,"1:10,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1889,known_age,reverse,"1:10,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1890,known_age,reverse,"1:10,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1891,known_age,reverse,"1:10,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1892,known_age,reverse,"1:10,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1893,known_age,reverse,"1:10,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1894,known_age,reverse,"1:10,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1895,known_age,reverse,"1:10,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1896,known_age,reverse,"1:10,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1897,known_age,reverse,"1:10,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
1898,known_age,reverse,"1:10,000","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
1899,known_age,reverse,"1:10,000","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
1900,known_age,reverse,"1:10,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
1901,undetermined_age,reverse,"1:10,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have not determined the age or slip rate of the fault."
1902,known_age,reverse,"1:10,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
1903,known_age,reverse,"1:10,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
1904,known_age,reverse,"1:10,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
1905,known_age,reverse,"1:10,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
1906,known_age,reverse,"1:10,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
1907,known_age,reverse,"1:10,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:10,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
1908,known_age,reverse,"1:24,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
1909,known_age,reverse,"1:24,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
1910,known_age,reverse,"1:24,000","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
1911,known_age,reverse,"1:24,000","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
1912,known_age,reverse,"1:24,000","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
1913,known_age,reverse,"1:24,000","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
1914,known_age,reverse,"1:24,000","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
1915,known_age,reverse,"1:24,000","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
1916,known_age,reverse,"1:24,000","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
1917,known_age,reverse,"1:24,000","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
1918,known_age,reverse,"1:24,000","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
1919,known_age,reverse,"1:24,000","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
1920,known_age,reverse,"1:24,000","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
1921,known_age,reverse,"1:24,000","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
1922,known_age,reverse,"1:24,000","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
1923,known_age,reverse,"1:24,000","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
1924,known_age,reverse,"1:24,000","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
1925,known_age,reverse,"1:24,000","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
1926,known_age,reverse,"1:24,000","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
1927,known_age,reverse,"1:24,000","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
1928,known_age,reverse,"1:24,000","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a reverse fault that was mapped at 1:24,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
